Comment Head	Comment Body	Comment Rating
 I saw this in the cinema - yes i'm the one!!!	"It wasn't even my idea. It was a female friends idea. I hadn't read any reviews. So i went and i watched it. And i thought it was quite a pleasant, well-made film. I didn't think it was the best film ever made. It was obviously different to your average Hollywood Blockbuster (the same year's Pulp Fiction it is not!)- slow paced with a director happy not to rush things.And here we are nearly 20 years later and it's a lot of people's favourite film. It's not my favourite film but it's grown on me and i've been forced to reappraise it. And now i think it's a lovely film, lovingly made and when you've had enough of aliens blowing up The Whitehouse, scantily clad students dancing and wise-cracking cops shooting everything insight this is the antidote and really there should be more films made like this. It puts the ""good"" in ""feel good movie""."	
 Worth watching this movie when u lose your confidence	Whenever i watch this movie a new confidence boosts me up. This is the success of the movie. No matter how old you are , if u have the confidence in you u can succeed. I could see more awards & praises for MOrgan Freeman but I would say Tim Robbins did well to the character as a banker. Each & every character didn't spoil the flow. Superb editing & screenplay. Kudos to the entire team. Movie is 20 years old and looking fresh even one. Friendship is another keyword that has been incorporated at the right amount. I could compare Life is beautiful movie with this one. It also inspired me to have the confidence at all time. This is one of my favorite movie of all time ..	
 In everybody's's list of great movies for a good reason	"Two thousand four hundred and five IMDb users have bothered to write a review of this movie. I read all of them and did not find a bad one. Of course I didn't! I had not seen the movie and that is true. Every single one of my friends and acquaintances has, and not surprisingly, recommended it with the highest of praise. The fact that I had not did put into question my claim to be a movie lover. Now that I have, I admit it serves me right to have been questioned so.It is a damn good movie for all the reasons everyone wrote in their reviews and why critics also raved about it. I have no excuse for not watching it before other than my prejudice toward any movie having to do with jails, the prison life etc..Halfway into the movie, I was not convinced my prejudice about movies dealing in any way with prison would change, but the acting was good enough to keep me going. I was very happy with the direction this movie took, especially with the ending. Not since ""The Birdman from Alcatraz"" and Escape from Alcatraz have I enjoyed a movie that has prison as the setting; I don't expect it will soon either since my phobia with that is not going away soon. Finally, having seen Shawshank, I can now have an intelligent conversation about movies with friends and acquaintances without risking admonition for my failing to see the movie. Anybody that hasn't seen it yet and claims some knowledge of movies deserves, as I did, to be castigated. I've made my peace with the matter and I'm moving on."	9
 10 out of 10	Great movies. I've seen it countless times but it is not enough. This film manages to redeem Hollywood in the eyes of people who feared it long lost in a dark sea of clichés and predictability. Darabont shows us that artists still work in the Hollywood studios and production facilities. These artists show their capability to produce art; real art that inspires you to look at the deeper aspects of life and the world around you. The Shawshank Redemption delivers much-needed breath of fresh air for anyone who realizes the capability of film. It proves that masters of the craft still live on this earth, and still bless us with timeless masterpieces that we will never forget. http://www.qtv.vn	
 Wow.		10
 A telling story	This is a classic, I have seen this movie many times over the years and it still create interest and drama to me. I am literally glued to the screen watching this movie. I ready like how the main character was able to use his educational ability to help not only the prisoners but also the administrators of the prison.it ready shows having a education or skill can assist your in life. But it also showed that you can be manipulated base on what situation you find yourself. Morgan Freeman is a classic, as usual is play a stunning role and capture the audience on the screen. Hats off to the producers and directors of this movie who really told a story about innocents, persecution and survival.	
 Ties with Forrest Gump as my #1 ATF		10
 no winner at those Oscars	so much beauty in the friendship we see in this film, greatest film I've ever seen. when this film was up for the best picture oscat, im glad it was, the Oscar goes to, and not the winner is, because that year the was no winner. just such beauty in every film up, not to this date have a never seen a line up like that for best picture and the best actor. tom hanks, no doubt played the best role of he's life but morgan freeman played a role of the century. tim robbins was outstanding in fact the whole cast were terrific.if this film is the last film im ever gonna see then let it be it, because I've watched something worth dreaming forever about.	10
 Good movie and a must watch for good movie fans	I watched ShawRed as the first movie on my PC when i bought it. Some how the engineer who formatted my drive put this movie along with few other movies for me to see as he had limited collection of movies. I watched this movie and I simply loved it, especially the end. Along with time this movie has grown over me and the more i think about it, the more i like it. It truly deserves all the recognition it is getting, though i do not consider it better than Godfather but still i find it a masterpiece movie. Great acting by both leads, Tim Robbins and Morgan Freeman. In fact, everyone acted well in this movie. The direction deserves standing ovation and Frank Darabont, the director also deserves hats off for his very gripping screenplay. It is very difficult to maintain much interest of audience in same interior scenes if they keep repeating themselves but DOP has done a fine job too. All n all a master movie and for new generation it is a must watch to know what movies were made just twenty years back.	10
 Great Great Great	The Shawshank Redemption is an instant classic by far.This is probably one of the most greatest movies of all time.Tim Robbins did the role tremendously.Morgan Freeman made the movie what it is today.I love this movie.Im telling you if you haven't seen this movie watch it right now.you will fall in love with the movie.The first time i saw this movie it almost brought tears to my eyes.The director Frank Darabont is a genius for this movie and we also have to thank Stephan King for writing the book.Both of those guys are amazing.please if you haven't seen the movie watch it, it will blow your mind.those who have seen this movie don't you agree with me?? This movie is great.	10
 Unique creation of Hope and passion in reel	"As a matter of rarity would it have ever happened, while u watch a movie u wish let this continue forever, let there be no end to the story. With its essence of hope, desire, honesty, purity, passion, brilliance and much more ""Shawshank Redemption"" is one such creation in reel. It started with a question ""whats so special about this movie to top IMDb"". It ended with much than just an answer. It made me get up from my bed, start my notebook and share my happiness with you all. I have never done this before. To acclaim the screenplay, acting, direction would need more than just words of English dictionary. On a lighter note, be the best in what you are doing, you never know, it may become your savior one day. It is a must watch for everyone. Hope Against hope and life beyond boundaries are one of many points I take away from this movie. Before I sign out, Frank Darabont, Tim Robbins and Morgan Freeman take a bow."	
 Shawshankk Redemption	"The Shawshank Redemption released in 1994 in my opinion is one of the best movies I've seen in a long time. The movie has a great story and even better characters. Tim Robbins plays Andy Dufresne a city banker, wrongfully convicted of murdering his wife and her lover. He is sent to Shawshank prison in 1947 and receives a double life sentence. Andy forms a friendship with ""Red"" (Morgan Freeman), the entrepreneur of the jail. Both men face many trial and tribulations while incarcerated. But in the end the only thing these two men have in the world are each other and hope, which to them is the only thing ""the man"" can't take from them. The movie is full of great acting, with a theme of hope and friendship it illustrates human triumph over hardships. Nominated for 7 Oscars this movie was powerful in every way. What you will take away from this movie in the 150 minutes will give you a lifetime of lessons from the heart."	
 Movie for mind		
 The Best Movie ever made in the history of the Cinema		10
 wow. just wow.	truly, the most inspiring a wonderful movie of all time. i first watched this film about four weeks ago, and that was when i realized i was missing out. in the past four weeks, i have watched this film 9 times: more than i've watched most other films over many years.to use an old cliché, the whole is greater than the sum of it's parts, is very apt. no single part of this film is stellar. but for some reason, it all pulls together to provide an emotionally packed, awe inspiring film.***SPOILER*** the feel good film of all time, it keeps you amazed all the way through, culminating in an ending which could break even the strongest of souls.this is one film where it will never grow old, and the ending will never, ever fail to move me.	
 Best movie ever!	"One of the few movies that really succeed into telling a story as much as grabbing you with it, few other movies do that. As a powerful message that you can relate to and be inspired by. Genius if you're able to buy it don't think :""Should I?"" well here's my answer of course you caca-dudy... You know if you can't there's always the TV not like that's gonna get away from you. And yes there are other movies you may like MORE than this one but it's undeniably one of the bes at every category (except comedy but that's why Johnny's there) and if you watch this movie and hate on it or EVEN think that it is overrated then you can go to hell and i don't certainly don't wanna know you. Why is (as far as i know) the best movie ever? Because of the effect it lives you with such a powerful message of freedom friendship and glory (just like Stand by me) can not get overstated, buy it if you can't or see it on TV i don't know as long as you see this masterpiece, that's all it coounts, damn it!"	
 Very Good	This is a great movie with a great storyline and tremendous performances. The movie is best viewed in the television edited version because it is a story for the whole family if the language and unnecessary sexual scenes are omitted. I have spent many Sunday mornings watching this movie on TNT. I was totally shocked when we rented the movie for a trip and watched the unedited version. Morgan Freeman is wonderful as usual. Tim Robbins plays his part perfectly although he does not appear to possess the physical attributes necessary in some parts of the film. The plot develops with perfect timing and the music works well with the time, location and story. It is a movie that can be seen over and over again due to its timeless plot.	
 Tim Robbins & Morgan Freeman were outstanding..Will watch again		
 They don't make them like this anymore.		
 Simply sublime!	Wow!!! And just in case I haven't made my self clear enough, WOW!!!! There are movies you kinda enjoy, good ones and even the occasional welcome surprise. And then, seldom, you come across a movie like this one. The kind where the end titles have already gotten to the soundtrack part, but you still haven't budged not believing what just hit you. This is a story which will take you on a truly beautiful journey, through all possible emotions, always under the steady guidance of Morgan Freeman's unequaled narrative. Tim Robbins is simply brilliant, making the evolution from docile, even fragile, inmate to jailbreak mastermind a riveting experience. All in all, I have always found it surprising, given the bleak prison life dominating the film's story, how this movie is foremost a tale of perseverance, true friendship and hope.	10
 a movie for every one to like ..not like the pure drama movies that has its people.		9
 The greatest movie ever		10
 My All-Time Favourite	Possibly the greatest movie i have ever seen and definitely the best in this genre and storyline . great cinematography, acting (specially by Morgan Freeman) & directing . the best thing i loved about this film was the switching of the narrator and leading character from time to time . another great thing about the film is the direction of photography and filming. also great adapted screenplay . watch this film alone and with attention and it will really get you involved and thinking and thats the beauty of it. watching it once wont give you much of the taste of it so its best if you watch it at least a few times . Definitely an urgent . don't continue with your life until you haven't seen this.	10
 Very Good movie.... in all aspects	"This movie deserves all the accolades it has received over the years. The character development was excellent. The acting was excellent... and the storyline itself was very good, and developed beautifully throughout the film. I have watched this movie several times (as it is one of those films you can watch again and again), and each time it still captures my attention through to the end. I wont dive too much into details on the plot of the film (as it is a very well known movie); but will note that it is a definite 'must see' for all those who consider themselves ""movie connoisseurs"". There are not too many negatives (if any) that can be said on the film. I will state, however, it's current #1 ranking on the IMDb Top 250 is a little bit high though. Morgan Freeman(Red) was extraordinary in this film. Tim Robbins (Andy Dufresne)has nothing on his resume close to his performance here (maybe his performance in Arlington Road). As for resumes, if this is not on your 'movies seen' resume, you need to improve yourself!"	9
 Never Give Up Hope: A Great Message to Live By	This wasn't the first prison movie I've seen. The ones I had seen before this consisted of gangs of criminals brutally murdering each other. Or it involved drug dealers who ran the prison, without the slightest sign of any law force slowing them down.This movie has those elements, but doesn't exploit them as many prison movies often do. There is no epic fight or riot scene in the end. That's what I enjoy about this movie. It's not about deranged dealers, psychotic killers, or blood thirsty rapist. There normal people (more or less) living in this world that many will never have to witness. (Be thankful for that.) I'm not really sure if this is a spoiler or not because it doesn't change much in the story, but Tim Robbins plays a man falsely accused of killing his wife and her lover. It was a misstep to make him innocent, as it would of made his character more 'real' to have made a mistake in his life that he deeply regrets, as Red has. Red, played by Morgan Freeman, is the actors best role to date, and he's had many great roles in his career. You sympathize with this character greatly and you actually come to care for his fate much more than you do Andy's (Robbins).Overall, I think this a wonderful film that is very well written (based off a great short story by the master of horror, Stephen King), well directed, perfectly acted, with a satisfying ending (though I can see how some can call it a typical 'Hollywood'ending).That being said, is classifying it number one on IMDb justice? No. I'd be more than happy with it in the top 100, but the fact is there are better films out there, some which aren't even in the top 250. So I give it a final score 8/10, I think I'm being fair when I say that.	8
 Amazing!	Morgan Freeman and Tim Robbins are absolutely fantastic in this movie. Its a movie you can watch over and over again without getting bored. It keeps us on the edge of our seat. Fantastic directing, and to learn it was originally wrote by Stephen King (the best writer of all time in my opinion) just makes it even more brilliant. If you haven't seen this before you need to, its a movie for life. The ending is phenomenal. But be warned there is violence in this movie and some disturbing scenes, but to be honest without them it wouldn't be that good. I love this movie and i wouldn't be able to understand anybody who would dislike it. Watch It ! You will love it.. P.s there are always people who seem to be looking for a similar movie, Midnight Express is based on a true story, it may not be exactly like TSR but its close to its brilliance.	10
 Great but not the greatest.	"After reading reviews countlessly recommending the reader to watch this film if they hadn't already I decided to dedicate some time and money to get the film on blu-ray and sit down with some food and drink and prepare to admire a so called ""masterpiece"". I wasn't disappointed....a lot.The film grips you from the beginning, the story line promising, good actors being introduced right left and center, however the film has its moments where some sub plots make you lose interest, I found myself drifting off into a day dream a couple of times throughout the film. However then it got back on track sensing a great finale which it delivered.I still thoroughly enjoyed the film and believe 8/10 is justified, it is by no means perfect and by no means the best, but it is up there and I do recommend it."	8
 The most beautiful movie of all time.		9
 As good a movie as you'll ever see	"My gosh, where to begin with this movie.....practically everything was nailed, spot-on. The story is as compelling and ultimately uplifting as one will ever find in cinema -- from the very get-go we see Andy Dufresne in a courtroom, being sentenced to life in prison for the murder of two people. So instinctively, we believe this must be true -- after all the judge did rule him guilty, right? But over time Andy grows on us, until we learn of his actual innocence, and by the end of the movie one can't help but root him on in his pursuit of freedom. Tim Robbins is the perfect assignment to play Andy, as Robbins' lesser-known status as an actor (as opposed to Tom Hanks, who was considered for this role) eases his task of being the quiet, tranquil Andy who prefers to keep to his own business. Andy's easygoing yet pensive nature makes him the ideal protagonist, as he is an independent thinker yet he can peacefully interact with all others.His friendship with Red (Morgan Freeman) is the backbone of The Shawshank Redemption. Red, a contraband smuggler, may be different from Andy in almost all respects, but over the years Andy earns Red's respect through his acts of courage and selflessness. This movie teaches that title does not have to dictate behavior -- a man who is in prison can be as kind and generous as anyone outside of prison walls -- it all depends on how far you're willing to look into that man's heart. I also love the fact that the friendship of the two men heightens very gradually -- that seems far more realistic than the instant-friends that one often sees in all mediums of story telling. This one takes time to develop, creating a profundity in the relationship and contributing to one of the movie's themes (time). This theme teaches us how much things can change over time, and also lends to the purported notion that Andy and Red have been in prison for a very long time.Red's narration is one of the standout features of The Shawshank Redemption. It is both poignant and insightful, allowing us unlimited access to his mind, which makes our empathy for him so real. While in most other films we learn about characters only through dialogue, in this one Red divulges practically everything to us. His abandonment of hope and eventual love for Andy makes him a tragic figure that should pull at the heartstrings of all viewers. When we first see him attempt to receive parole in 1947, he seems to be no more than an unfeeling criminal. But by 1967 when he's trying to leave Shawshank Prison after 40 years of incarceration, we hang on every word of his memorable ""rehabilitated"" speech. And when he meets Andy on the beach in the final scene, and the two peacefully embrace with a hug as the camera fades away, it is hard to hold back tears of joy.A significant aspect of this film is its theme of institutionalization. We are made to scrutinize exactly what prison does to people. How does a man adapt to freedom again, once he has been released? All Brooks Hatlen could land was a job as a grocery bagger and a room in a halfway house. This inauspicious lifestyle, plus the insecurities of being away from familiar faces while among all the technological/social changes since the start of his 50-year sentence, overwhelmed Brooks, as we all saw in a speechlessly dramatic suicide scene. Red lived in much the same fear before he decided to take off and cross the border to visit Andy. So we're forced to ask ourselves: does even a finite prison sentence essentially end the free will of its recipient? Is it better to leave the inmate in prison in certain cases? This cuts deeply into the philosophy of society's legal system.But the overarching theme of The Shawshank Redemption is hope. Hope is a wonderful, vital virtue that should never be absent in any human heart. Andy echoes this through his audacious acts (be it offering financial advice to Hadley or playing classical music over the prison intercom (which is one of the finest scenes you will ever see in cinema)). He vocalizes his faith in hope to his inmates when he claims that his two weeks in solitary confinement were the ""easiest"" he'd ever done, all thanks to the music he kept in his head. He tells Red ""get busy living, or get busy dying"" and uses the death of Brooks as his evidence, much to Red's initial chagrin. Yes, Andy is built into an icon for hope in this movie, and that is what makes it so universally successful in its appeal. Hope can and should be adopted by every human being who graces the earth. This notion is expressed through Andy's entire struggle, as well as in Thomas Newman's incredible musical score for the film (which is so good it has been used in multiple movie trailers before to evoke emotional response). This precious lesson, told through a film in which literally everything is perfectly mastered, is what makes The Shawshank Redemption one of the greatest films ever made."	10
 The best prison film ever made.		9
 Excellent Movie	Probably one of the best movies I have ever seen. Its one of those movies where you just sit and reflect for a while after the final credits roll. Great plot, script, and acting. One of the best ever made. When Andy escaped at the end and screwed the warden over, my gosh, it does not get any better than that. It also has one of those twists in it where you think that one thing is going to happen and the completely opposite does. Near the end, when everyone thought that Andy was going to commit suicide and we all thought that he was going to be in the cell dead, he was gone, vanished. When the warden revealed the whole in the wall hidden by the poster I don't remember felling better for the outcome of a movie than I did at the end of this film.	10
 Thought-provoking, greatest film of all time....	Shawshank Redemtion is the best film I've ever seen, I personally think that they should make so many more unforgettable films like this elsewhere in the world. Overall this inspirational motion picture is definitely out of this world. In my opinion this Movie is thought-provoking and it touches your sole in many ways.Andy Dufresne who was unlawfully sentenced to life in prison for the murder of his wife and her lover, became great friends with 'Red' a convict who was an influential inmate inside the Shawshank prison, they became a surprising partnership inside Shawshank prison Night after night, day after day, Andy tried to adapt to prison life, however he realised he shouldn't be in this indescribable road to hell so thats where his plans begin....	10
 What a movie !! A little hope can push you forward ..		10
 One of the Greatest Cinema		10
 Jeff Schrembs review Shawshank Redemption	This movie, in spite of several violent scenes, is well acted and has a great plot line. The casting is excellent and the movie has moments of brilliance and is overall an excellent movie. The ending is satisfying and even though the characters are prisoners they have an air of honesty and a desire to simply (a) accept responsibility for their crime and (b) to be able to live a life of peace and pursue happiness. Far too many times, in movies and on TV, men in prison are shown to be soulless/corrupt/violent/without redeeming qualities and yet our prisons are FULL of people who are INNOCENT of the crimes they are in prison for and the cops/prosecutors are NOT always right and they are, in many cases, as corrupt as the worst offenders. This movie is a classic and has withstood the test of time. Take care and may God bless you.	10
 The greatest film in existence - The Shawshank Redemption.	The Shawshank Redemption, is without a doubt the greatest film the world has ever come across. From the moment i sat down to watch this, the mutual hype made me sceptical whether it will live up to my expectations, but it could not have blown me away any more than it did. Tim Robbins takes the leading role and in my opinion couldn't have done a better job, along with Morgan Freeman who delivered a fine supporting role. The compelling storyline, directing, casting and more importantly, acting throughout the cast made this my favourite film ever. I gave it 10 out of 10 because of this and out of the hundreds of films i have rated, it was the only one with a perfect score. This film is about as 'must watch' as it gets, and anyone who hasn't must do so right away otherwise they are severely missing out.	10
 the shawshank redemption is epic	"hi i'm 14 years old and this movie is my favourite film of all time. everything about it is stunning, the set, the characters, the acting, the story, the directing, the writing, the music - everything was fantastic and complemented the point of the film.everyttime i watch it, i seem to feel cleansed and happy. a whole lot of people would just say that it is a depressing and boring movie, but when you watch it and understand the plot and watch it through to the end the ""redemption"" makes you feel ""redeemed"".while i probably enjoy a casual simple movie (whether comedy or action etc...) on a rainy day this movie is definitely my favourite. i strongly recommend this to anyone looking for an inspirational (although i'll admit it is a bit weird to be inspired by convicted felons) movie with clever twists and ingenuity. a 10/10 for me"	10
 Hope Sets you Free	This is now the 2,340th Review of this Title. However, I'm still writing it because this movie deserves to be written about. It really exceeds the 10/10 scale. An awe-inspiring story of hope, this is just one of those movies that you know you still want to watch in 20 years. The movie premise itself at first sight doesn't seem like it will be all that interesting. However, from the first minutes, you realize the superior writing, acting and cinematography unrivaled I would say by any other film I've seen. Throughout the movie, I find myself constantly connected to the characters, wishing that the warden would overcome his cold-hearted nature and concede to let our antagonist, Andy free from the torment that was The Shawshank Prison. I almost let out an audible sob when Tommy was shot. If you're looking for something to bring you up, to give you hope, you've come to the right place. This movie is probably the most soul-touching piece of two and half hour film out there, encompassing friendship, suffering, hope, and freedom. This movie is really what I believe that this should serve as the model for Hollywood. It's about time that they learn that for a movie to be good, it doesn't need excessive gore, or explosions on screen, or special effects, or sex scenes or any of what comes with the modern-day Hollywood production. This movie is pretty simple. Just men talking. If you haven't seen this movie yet, now the #1 movie on the IMDb leader boards, you don't know what you're missing. A must see for anybody and everybody of age. (10/10)	10
 A brutal, yet astonishing film that remains believable in every aspect...		10
 Magnificent	Can a man find redemption if he truly repents for the crimes he'd committed? Can the human spirit triumph even in the darkest of places, like a prison? Is hope a dangerous thing? These are the questions you will be asking yourself after watching this Fillet Mignon of a film masterpiece. Based on the incredible writer Stephen King and directed by the diamond in the rough film director Frank Darabont, the Shawshank Redemption is one of the greatest movies of all time, in my opinion. It's one of those movies that whenever it is on TV, I can't help but watch it from start to finish.The story is narrated by the soothing voice of Morgan Freeman, named Red. And he tells us of the time a new prisoner, Andy a former bank executive convicted of murdering his wife and her lover, came to the Shawshank Pennitentary. At first, Andy has a tough time adjusting to prison life, even getting beaten up a few times by the fellow thugs. But soon he finds his place doing the taxes of all the guards and the warden.There are so many good things about this film, I can barely think of all of them. The story in which it was based was indeed an enthralling one, Frank Darabont directed it and did a great job, not to mention the grade-A casting.I'm not sure what the main theme of this movie is, but if I had to guess, it would be about hope. And that hope cannot escape anyone, even those in positions where they feel like there is none. And that redemption is available for any man.I rate this movie a 10. I never considered giving it anything less.	10
 Movies cant be more engrossing than this...		10
 A truly hymn of life !!!	Some people say that cinema art has one purpose. Awake all our senses and lead us to it's own paths ..,well this movie does it very well ...is Art!!!!.... It's a picture about friendship , the value of life and the importance of education ..... the point its to be free wherever you are....some people are not in prison but live in fear for everyday difficulties and lose all the courage they have about life but our characters have the strength to feel free inside and catch their dream outside the prison. This movie directed perfectly !!!! Tim Robbins and Morgan Freeman saw to us their tremendous talent !!! . A must see !!! p.s : is the best movie i have ever seen !!!	10
 Nothing short of classic	"The Shawshank Redemption is a true classic film of the 90's imagined by the great mind of Stephen King and stars two amazing actors, Tim Robbins and Morgan Freeman.The story is one of hope and misfortune. The main character Andy Dufresne (Tim Robbins) is accused of a murder for being in the wrong place at the wrong time. After a very unfair trail he is sent to the infamous Shawshank prison. During his stay at Shawshank he befriends Ellis Redding (Morgan Freeman) who helps him on his journey of escaping the prison. The course of the movie shows the classic dark idea of life in a corrupt prison. Warden Norton is that Warden that you just can't trust and one that is on a power-trip crusade throughout the movie. The inmates of Shawshank all have a different story and Morgan's character Ellis explains how over-time, the inmates become institutionalized and have a hard time functioning outside of the prison as it's all they have known.It doesn't take long for Andy Dufresne to come up with a escape plan. Towards the beginning of the film Ellis helps him to get carving tools to ""carve chess pieces,"" but over time actually carves a tunnel through his cell wall and keeps it hidden with posters of super models over the years. Throughout Andy's stay in Shawshank he forms a close bond with Ellis and he tells him when he gets out to go to this place and look under a stone. You won't find out why until the end of the film.Despite it being written by Stephen King the ending is actually a happy ending. Not quite sappy but a good ending and a ending that seems well deserved. It's amazing how Shawshank Redemption took a relatively simple idea and turned it into a classic. The old cliché of digging your way out of prison by tunnel and being unjustly accused for a murder in a time where there was no such thing as forensic science actually happen quite a bit in those days, but the way it was imagined and executed in this movie is just classic and one for the ages."	
 An imprisoned banker finds hope in the least expected place	I've watched a number of movies during the years. I'm not sure whether that number is north of 500 but it's definitely close. No other movie has had the effect that Shawshank Redemption has on me every time I watch it.The movie describes the years in prison of Andy Dufresne(Tim Robbins), a banker who is convicted for the murder of his wife. There he meets Red(Morgan Freeman), another convicted felon, who -like most movies featuring Morgan Freeman- is also the narrator of the movie.Throughout his years in prison, we watch Andy go from some prisoners' boxing bag, to prison's librarian, to prison guards' personal banker. We experience with him the pain, the frustration, the sorrow. Tim Robbins gives a magnificent performance opposite Morgan Freeman's Red, maybe the only role outshining Mandela in Invictus. I won't bother you with technical details about direction, cinematography and art direction. The All-Time Best Movie place here in IMDb is by it's own a testament of the excellence that is the Shawshank Redemption. Few (if any) movies will provide the viewer with such a feeling of catharsis by the end. I hope I haven't spoiled it. If you haven't already watched this masterpiece of a movie, rush to the nearest DVD store. Every human being able of watching a movie should watch this movie at least once.Cheers	10
 A Great Movie about Hope	From the intro setting up the mood for the 1940s with If I didn't Care that strangely feels like Bioshock or Fallout from the other era defining themes such as the relevance of Rita Haywood from the 50s to Tommy Williams emulating the James Dean Rock' n Roll character to set the mood of the 60s. This is something that has not been addressed when reviewing this movie, how it seamlessly transfer from era to era is genius in itself. The camaraderie between Andy and Red is flawless and the viewer truly believes that these two are the leaders of Shawshank and are the best of friends. By leaders, just look at the scene where Heywood is about to be slit by Brooks and Andy and Red are notified right away to solve the problem; great scene symbolizing their importance to the group. The only flaw which keeps it from being a perfect 10 out 10 movie is that it suffers from the same stereotype that prison movies are littered with, and that is the inclusion of sodomites. I know that's what happens in prisons, but is just disgusting and cringe worthy seeing this on screen; however Shawshank Redemption implies what the Sisters do to Andy and never graphically show it on screen and that is the saving grace. That is why it only loses one point and not several, anyhow. The movie's message about hope is more heavily implied near the end though, how Andy never loses hope while Red is closer to being institutionalized. The line get busy living or get busy dying always sends chills down my spine because of its relevance when Andy says it when he knows that the system is absolutely corrupt when his only witness that could get him a new trial is killed so that Andy could keep laundering money for the warden.	9
 An excellent film!	This movie is one of the best movies ever made. I remember when i was watching it. I was feeling during the movie every emotion that you can imagine. The cast, well you know the cast... they play their roles with outstanding performance. The movie has some moments of awesomeness. Its great. Its perfect. Scenes, photography, scenario, plot, things that keeps your attention with intensity (and its not an action film), it has everything. I recommend it without hesitation. An excellent masterpiece that surely will be remembered as one of the greatest films ever. If you haven't watched this one yet, do it. Stop reading this review and go watch that movie!	10
 Be ordinary - watch the movie - stay inspired		10
 great movie	Andy Dufresne (Tim Robbins) is sentenced life in prison for the murders of his wife and her lover although he was not guilty of either one of the crimes. Sent to Shawshank Prison to do hard time, Andy, a banker has to learn to live life inside the prison's walls. He befriends Red (Morgan Freeman) while they both embark on a journey that reveals many things about themselves as well as each other. This is hands down one of my favorite movies of all time. It is a story about two men who withstand decades of harsh prison life while exposing the buoyancy of the human spirit. The movie reveals the significance of dignity and formality and also how knowledge and confidence can go a long way and ultimately be a way to survival. It explores the depths of friendship, forgiveness, and freedom.	10
 some things are better left unsaid, but i can't hold it on	The Shawshank Redemption is a beautiful film with a perfect cast and a wise plot. It had its good times, had entertainment and lead us to some reflections about life. Sadly it had some predictable conversations and seemed to be just another Morgan Freeman's movie. It dares to almost offend our intelligence the fact that the prison officers didn't check that poster carefully one single time in twenty years. And I have two questions: was the American justice that weak back in 1994? Were the condemned all smart and good people as this movie portrayed?If it deserves to be at 1st spot here? Maybe. If it became one of my favorite movies? No, just a good watch.	7
 fantastic	"This is the greatest movie I have ever seen. The only movie that can compete with this, in my opinion, is Forrest Gump. This movie is absolutely fantastic. If you have not seen this movie, stop reading now, and watch it. It has some of the best plot twists of any movie I ever saw (spoilers), the biggest one perhaps being when they really make it seem like Andy killed himself, but then it is revealed that he escaped. That was the biggest ""whoa"" moment for me and it continued by showing exactly how almost everything he had done over the past 19 years was a part of his elaborate escape plan. I can guarantee this will be one of your favorites as soon as you finish watching it, that's what happened for me. I love this movie, and I could watch it again and again. This movie definitely deserves to be number one on IMDb, and I have no idea why it isn't as highly praised by the critics as it is by normal people. But that seems to happen a lot, doesn't it?"	10
 He starts to get both other prisoners and guards on his side when he offers to help one of the most	He starts to get both other prisoners and guards on his side when he offers to help one of the most notorious guards with a tax problem in exchange for bottles of chilled beer for everyone in his work party. From then on, Andy always seems to be working on one thing or another. He improves the prison's tiny library, and helps those prisoners who want to study. He also handles the guards' tax returns, and even helps the swindling Warden (Bob Gunton) cook the books. Over the years, he gains the respect of most of the other prisoners and guards. More importantly, he never loses hope for the future – a hope he tries to pass on to the other prisoners. He never stops believing in life's possibilities, but to make the most of them he needs to be free.	10
 The -prison-drama-movie- you are going to WATCH & feel & enjoy even if do not like prison life movies	Competitor: Forrest Gump & Pulp Fiction. . The story sets in 1940's, Andy Dufresne (Tim Robbins) is convicted and sentenced to life imprisonment, for the murder of his wife and her lover. . Morgan Freeman is Ellis Boyd also known as Red, plays a fantastic role that makes the movie even more impressive. Befriends Andy in prison and then the 'adventure' begins... . This movie will keep you thrilled and excited, you would not want to miss anything. Anything that bothers me about this movie is THE ENDING. I do not want to spoil anything here but you should know that this kinda ending is predictable and somehow raises questions about the characters sex life. I am just saying. . . . AND YES I AGREE THIS MOVIE SHOULD NOT BE NUMBER ONE IN THE IMDb TOP 250. THIS MOVIE IS GREAT BUT NOT THE BEST!!! NOT THAT I WANT TO DISCOURAGE YOU FROM WATCHING IT! GO AHEAD WATCH IT AND LET ME KNOW WHAT YOU THINK. . P.S. DO NOT just watch one movie and judge the rest...watch them all!! ' My rating: [8.5/10]	9
 The Greatest Film Of All Time	What more can be said about this film? It was a short story given a big budget but flopped at the box office, likely thought of as just another prison film. Then people began watching copies and by word-of-mouth the characters, the plot, the sheer brilliance of the story grew so as it became almost legend.Gripping, harrowing, horrific, and finally uplifting due to its totally unexpected ending you may well find yourself appalled, laughing, sad, angry and finally even shed some tears whilst watching this intelligent and moving film. The ending is exceptional.A cinematic masterpiece, now enhanced by being available on BluRay and well worth obtaining.	10
 37927	"In my book, 37927=24601. Both incredibly important numbers that happen to be the prison numbers for both Andy Dufresne and Jean Val Jean, respectively.Greatest movie ever made. A movie that makes you want to be a better person. No movie has ever matched it, and no movie ever will.To quote Red: ""I find I'm so excited, I can barely sit still or hold a thought in my head. I think it's the excitement only a free man can feel, a free man at the start of a long journey whose conclusion is uncertain. I hope I can make it across the border. I hope to see my friend and shake his hand. I hope the Pacific is as blue as it has been in my dreams. I hope. """	10
